"BehaviorSpace results (NetLogo 6.2.2)"
"escenarios.nlogo"
"experiment_1"
"06/24/2022 17:21:39:166 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","pasosmax","angulomax","[step]","restoverde","restoalimento","tiempo"
"12728","20","90","32","40","106","32"
"12730","20","90","30","30","86","30"
"12731","20","90","28","46","120","28"
"12733","20","90","28","35","100","28"
"12734","20","90","30","42","111","30"
"12735","20","90","36","35","76","36"
"12732","20","90","28","33","72","28"
"12736","20","90","28","40","102","28"
"12737","20","90","26","33","88","26"
"12739","20","90","30","36","87","30"
"12738","20","90","38","41","96","38"
"12740","20","90","30","33","79","30"
"12741","20","90","36","50","125","36"
"12742","20","90","30","44","113","30"
"12743","20","90","30","48","126","30"
"12744","20","90","30","38","91","30"
"12745","20","90","32","40","88","32"
"12746","20","90","32","35","99","32"
"12747","20","90","32","36","92","32"
"12748","20","90","28","45","109","28"
"12750","20","90","28","47","135","28"
"12749","20","90","34","38","125","34"
"12752","20","90","32","35","96","32"
"12751","20","90","30","38","105","30"
"12753","20","90","30","38","92","30"
"12754","20","90","26","30","69","26"
"12755","20","90","28","39","114","28"
"12756","20","90","28","35","81","28"
"12757","20","90","28","37","100","28"
"12758","20","90","34","37","108","34"
"12759","20","90","30","32","81","30"
"12761","20","90","30","41","102","30"
"12760","20","90","28","36","78","28"
"12762","20","90","28","38","69","28"
"12763","20","90","40","40","101","40"
"12765","20","90","26","33","70","26"
"12764","20","90","32","43","114","32"
"12766","20","90","36","43","112","36"
"12767","20","90","30","38","101","30"
"12768","20","90","34","55","131","34"
"12770","20","90","30","40","113","30"
"12769","20","90","32","30","68","32"
"12771","20","90","28","43","110","28"
"12772","20","90","26","34","80","26"
"12773","20","90","36","56","160","36"
"12774","20","90","30","40","89","30"
"12775","20","90","36","39","88","36"
"12777","20","90","28","38","103","28"
"12776","20","90","26","33","94","26"
"12778","20","90","34","33","77","34"
"12779","20","90","30","50","123","30"
"12781","20","90","30","38","97","30"
"12782","20","90","26","42","91","26"
"12780","20","90","32","48","123","32"
"12784","20","90","32","38","93","32"
"12783","20","90","46","46","105","46"
"12785","20","90","26","40","114","26"
"12787","20","90","28","36","83","28"
"12786","20","90","28","34","84","28"
"12788","20","90","26","36","106","26"
"12789","20","90","28","41","102","28"
"12790","20","90","26","44","108","26"
"12791","20","90","34","38","99","34"
"12792","20","90","32","34","64","32"
"12794","20","90","30","35","84","30"
"12793","20","90","30","48","114","30"
"12795","20","90","30","41","124","30"
"12797","20","90","28","34","75","28"
"12796","20","90","34","38","96","34"
"12798","20","90","28","47","135","28"
"12799","20","90","36","51","133","36"
"12800","20","90","30","42","108","30"
"12801","20","90","30","39","115","30"
"12802","20","90","32","46","129","32"
"12805","20","90","30","52","127","30"
"12804","20","90","34","35","87","34"
"12803","20","90","28","38","89","28"
"12806","20","90","36","50","149","36"
"12808","20","90","28","34","85","28"
"12807","20","90","30","40","102","30"
"12809","20","90","36","41","96","36"
"12810","20","90","36","40","98","36"
"12811","20","90","34","35","99","34"
"12812","20","90","34","39","90","34"
"12814","20","90","30","38","106","30"
"12813","20","90","30","38","123","30"
"12815","20","90","28","42","104","28"
"12816","20","90","30","38","95","30"
"12817","20","90","30","43","105","30"
"12818","20","90","34","37","103","34"
"12821","20","90","26","43","100","26"
"12820","20","90","32","24","54","32"
"12819","20","90","34","46","113","34"
"12822","20","90","26","31","81","26"
"12823","20","90","30","39","93","30"
"12824","20","90","28","41","99","28"
"12825","20","90","28","43","116","28"
"12826","20","90","34","45","134","34"
"12827","20","90","30","42","89","30"
"12831","20","90","30","38","104","30"
"12832","20","90","30","33","89","30"
"12829","20","90","28","39","104","28"
"12828","20","90","30","55","112","30"
"12830","20","90","28","41","98","28"
"12833","20","90","28","40","91","28"
"12834","20","90","26","28","80","26"
"12837","20","90","28","35","76","28"
"12836","20","90","30","38","95","30"
"12835","20","90","36","42","110","36"
"12839","20","90","30","40","101","30"
"12838","20","90","32","40","112","32"
"12840","20","90","30","33","93","30"
"12841","20","90","36","43","109","36"
"12842","20","90","32","49","120","32"
"12843","20","90","30","48","110","30"
"12844","20","90","32","41","107","32"
"12845","20","90","28","44","113","28"
"12847","20","90","26","34","93","26"
"12846","20","90","38","36","91","38"
"12849","20","90","26","46","127","26"
"12848","20","90","30","29","77","30"
"12850","20","90","34","45","91","34"
"12851","20","90","30","39","108","30"
"12852","20","90","32","46","109","32"
"12854","20","90","30","45","118","30"
"12855","20","90","30","36","85","30"
"12856","20","90","28","45","122","28"
"12853","20","90","34","42","100","34"
"12857","20","90","32","50","132","32"
"12858","20","90","28","31","76","28"
"12860","20","90","28","45","121","28"
"12859","20","90","30","41","103","30"
"12861","20","90","26","37","100","26"
"12862","20","90","32","31","81","32"
"12863","20","90","30","42","101","30"
"12864","20","90","28","48","112","28"
"12866","20","90","28","38","98","28"
"12868","20","90","28","36","113","28"
"12867","20","90","26","36","91","26"
"12869","20","90","32","38","93","32"
"12871","20","90","30","43","109","30"
"12872","20","90","28","52","144","28"
"12870","20","90","42","54","136","42"
"12865","20","90","28","45","127","28"
"12873","20","90","26","35","91","26"
"12874","20","90","28","29","56","28"
"12875","20","90","28","38","98","28"
"12876","20","90","30","39","108","30"
"12877","20","90","30","41","106","30"
"12878","20","90","32","27","71","32"
"12879","20","90","28","38","99","28"
"12880","20","90","26","52","133","26"
"12881","20","90","30","33","89","30"
"12882","20","90","28","48","118","28"
"12883","20","90","28","37","99","28"
"12885","20","90","28","39","106","28"
"12884","20","90","32","40","96","32"
"12886","20","90","28","46","114","28"
"12887","20","90","30","43","101","30"
"12888","20","90","30","40","113","30"
"12890","20","90","28","43","104","28"
"12889","20","90","30","28","64","30"
"12891","20","90","28","47","125","28"
"12892","20","90","32","51","110","32"
"12894","20","90","30","50","124","30"
"12893","20","90","28","44","113","28"
"12895","20","90","30","31","79","30"
"12896","20","90","28","47","141","28"
"12897","20","90","28","47","117","28"
"12899","20","90","30","47","119","30"
"12898","20","90","30","40","105","30"
"12900","20","90","40","36","86","40"
"12902","20","90","30","41","107","30"
"12901","20","90","32","40","107","32"
"12903","20","90","30","40","100","30"
"12904","20","90","30","45","111","30"
"12905","20","90","28","36","87","28"
"12906","20","90","26","42","108","26"
"12907","20","90","32","42","107","32"
"12908","20","90","32","49","107","32"
"12910","20","90","28","29","72","28"
"12909","20","90","32","43","109","32"
"12911","20","90","32","37","92","32"
"12913","20","90","30","34","90","30"
"12914","20","90","28","36","91","28"
"12912","20","90","34","42","107","34"
"12915","20","90","26","44","108","26"
"12916","20","90","34","51","110","34"
"12918","20","90","28","35","110","28"
"12917","20","90","30","41","126","30"
"12919","20","90","32","45","114","32"
"12920","20","90","24","41","124","24"
"12921","20","90","30","48","107","30"
"12922","20","90","24","47","132","24"
"12923","20","90","28","45","102","28"
"12924","20","90","36","47","110","36"
"12925","20","90","32","37","91","32"
"12927","20","90","34","43","111","34"
"12926","20","90","28","41","89","28"
"12928","20","90","26","38","108","26"
"12929","20","90","28","43","101","28"
"12930","20","90","28","31","95","28"
"12931","20","90","28","37","83","28"
"12932","20","90","30","49","131","30"
"12933","20","90","28","34","85","28"
"12934","20","90","26","41","116","26"
"12936","20","90","32","44","129","32"
"12935","20","90","38","36","89","38"
"12937","20","90","30","38","94","30"
"12938","20","90","32","55","128","32"
"12939","20","90","32","50","123","32"
"12940","20","90","30","42","93","30"
"12941","20","90","30","39","106","30"
"12942","20","90","34","37","112","34"
"12943","20","90","34","35","92","34"
"12944","20","90","28","32","92","28"
"12945","20","90","28","43","118","28"
"12947","20","90","32","29","78","32"
"12946","20","90","32","55","135","32"
"12948","20","90","28","34","100","28"
"12950","20","90","26","36","95","26"
"12949","20","90","32","33","74","32"
"12951","20","90","30","36","96","30"
"12953","20","90","30","35","108","30"
"12952","20","90","28","37","98","28"
"12954","20","90","30","38","89","30"
"12956","20","90","28","33","82","28"
"12955","20","90","34","34","79","34"
"12959","20","90","30","38","103","30"
"12957","20","90","30","40","124","30"
"12958","20","90","34","44","99","34"
"12960","20","90","30","45","103","30"
"12961","20","90","28","42","92","28"
"12962","20","90","36","33","97","36"
"12963","20","90","44","54","146","44"
"12965","20","90","26","36","102","26"
"12967","20","90","28","37","109","28"
"12968","20","90","30","38","97","30"
"12964","20","90","30","44","133","30"
"12966","20","90","32","32","65","32"
"12969","20","90","28","40","91","28"
"12970","20","90","26","42","120","26"
"12971","20","90","28","46","121","28"
"12972","20","90","34","44","115","34"
"12974","20","90","28","36","72","28"
"12973","20","90","32","46","112","32"
"12976","20","90","26","37","98","26"
"12975","20","90","30","47","118","30"
"12977","20","90","28","34","81","28"
"12979","20","90","28","45","104","28"
"12978","20","90","32","43","107","32"
"12980","20","90","28","44","90","28"
"12981","20","90","28","43","100","28"
"12983","20","90","30","49","125","30"
"12982","20","90","30","39","88","30"
"12985","20","90","28","38","108","28"
"12984","20","90","30","39","89","30"
"12986","20","90","32","44","91","32"
"12987","20","90","30","46","116","30"
"12988","20","90","32","37","95","32"
"12990","20","90","28","40","99","28"
"12989","20","90","30","34","87","30"
"12991","20","90","30","46","116","30"
"12992","20","90","28","52","125","28"
"12993","20","90","34","41","100","34"
"12994","20","90","32","51","134","32"
"12996","20","90","26","40","106","26"
"12995","20","90","28","37","85","28"
"12997","20","90","28","44","118","28"
"12998","20","90","32","49","149","32"
"12999","20","90","28","34","92","28"
"13000","20","90","28","42","102","28"
"13001","20","180","28","30","80","28"
"13002","20","180","28","35","97","28"
"13003","20","180","28","38","83","28"
"13004","20","180","28","35","79","28"
"13006","20","180","28","39","74","28"
"13005","20","180","34","51","111","34"
"13007","20","180","30","43","113","30"
"13008","20","180","26","36","85","26"
"13010","20","180","30","30","69","30"
"13011","20","180","32","32","76","32"
"13009","20","180","30","45","102","30"
"13012","20","180","32","44","114","32"
"13013","20","180","30","50","127","30"
"13014","20","180","28","43","104","28"
"13015","20","180","30","51","135","30"
"13016","20","180","30","38","105","30"
"13017","20","180","28","48","138","28"
"13018","20","180","30","34","100","30"
"13020","20","180","30","47","128","30"
"13019","20","180","28","36","80","28"
"13021","20","180","28","42","96","28"
"13022","20","180","26","41","88","26"
"13023","20","180","26","33","94","26"
"13024","20","180","32","36","91","32"
"13025","20","180","30","39","91","30"
"13026","20","180","28","36","96","28"
"13029","20","180","28","55","152","28"
"13027","20","180","34","36","77","34"
"13030","20","180","28","41","108","28"
"13028","20","180","34","38","96","34"
"13031","20","180","30","37","93","30"
"13032","20","180","30","33","72","30"
"13033","20","180","32","37","76","32"
"13034","20","180","28","44","110","28"
"13035","20","180","28","39","100","28"
"13036","20","180","28","47","141","28"
"13037","20","180","28","47","135","28"
"13038","20","180","24","37","115","24"
"13039","20","180","30","41","106","30"
"13040","20","180","30","31","63","30"
"13042","20","180","26","40","108","26"
"13041","20","180","32","40","110","32"
"13043","20","180","28","31","73","28"
"13044","20","180","26","47","102","26"
"13045","20","180","28","41","108","28"
"13047","20","180","34","41","100","34"
"13048","20","180","28","46","129","28"
"13046","20","180","34","38","81","34"
"13049","20","180","30","40","112","30"
"13050","20","180","28","34","99","28"
"13051","20","180","30","38","105","30"
"13052","20","180","28","37","80","28"
"13053","20","180","30","40","105","30"
"13055","20","180","28","37","86","28"
"13054","20","180","30","49","114","30"
"13056","20","180","32","43","110","32"
"13057","20","180","30","48","138","30"
"13058","20","180","28","48","125","28"
"13059","20","180","26","35","86","26"
"13060","20","180","30","41","110","30"
"13061","20","180","30","43","108","30"
"13062","20","180","28","44","116","28"
"13063","20","180","32","33","65","32"
"13064","20","180","36","42","105","36"
"13065","20","180","30","37","94","30"
"13066","20","180","28","50","107","28"
"13067","20","180","26","41","103","26"
"13068","20","180","30","39","94","30"
"13069","20","180","32","36","90","32"
"13070","20","180","28","38","87","28"
"13073","20","180","28","35","94","28"
"13071","20","180","28","40","85","28"
"13072","20","180","32","39","107","32"
"13074","20","180","32","34","73","32"
"13075","20","180","42","42","118","42"
"13076","20","180","26","35","86","26"
"13077","20","180","28","38","113","28"
"13079","20","180","30","39","85","30"
"13078","20","180","28","30","85","28"
"13080","20","180","30","35","81","30"
"13082","20","180","30","46","105","30"
"13081","20","180","36","43","120","36"
"13083","20","180","28","38","91","28"
"13084","20","180","28","42","104","28"
"13085","20","180","34","31","68","34"
"13086","20","180","28","43","105","28"
"13087","20","180","30","39","88","30"
"13088","20","180","30","30","72","30"
"13089","20","180","28","39","96","28"
"13091","20","180","28","40","101","28"
"13090","20","180","26","44","124","26"
"13092","20","180","28","34","91","28"
"13093","20","180","40","35","91","40"
"13094","20","180","32","40","93","32"
"13095","20","180","28","36","92","28"
"13096","20","180","30","37","97","30"
"13097","20","180","28","38","94","28"
"13098","20","180","28","39","98","28"
"13099","20","180","26","37","109","26"
"13100","20","180","32","39","103","32"
"13101","20","180","28","41","102","28"
"13102","20","180","28","37","89","28"
"13105","20","180","26","44","117","26"
"13103","20","180","28","47","108","28"
"13104","20","180","32","38","96","32"
"13106","20","180","30","36","96","30"
"13108","20","180","26","52","113","26"
"13107","20","180","30","46","129","30"
"13109","20","180","32","45","122","32"
"13110","20","180","40","35","97","40"
"13111","20","180","30","33","80","30"
"13112","20","180","30","39","77","30"
"13114","20","180","26","44","125","26"
"13113","20","180","34","39","91","34"
"13115","20","180","30","48","134","30"
"13116","20","180","30","32","92","30"
"13117","20","180","32","41","99","32"
"13118","20","180","32","35","79","32"
"13119","20","180","28","48","123","28"
"13120","20","180","30","29","58","30"
"13121","20","180","28","42","107","28"
"13122","20","180","32","50","122","32"
"13123","20","180","28","45","138","28"
"13124","20","180","28","42","105","28"
"13125","20","180","30","36","104","30"
"13126","20","180","30","37","92","30"
"13127","20","180","28","31","72","28"
"13129","20","180","30","45","104","30"
"13128","20","180","28","32","101","28"
"13130","20","180","32","42","117","32"
"13131","20","180","28","35","88","28"
"13132","20","180","28","44","133","28"
"13134","20","180","30","26","59","30"
"13135","20","180","30","31","91","30"
"13133","20","180","30","40","101","30"
"13136","20","180","26","41","99","26"
"13137","20","180","26","39","104","26"
"13138","20","180","36","47","134","36"
"13139","20","180","30","53","137","30"
"13140","20","180","28","37","94","28"
"13141","20","180","26","28","76","26"
"13142","20","180","28","37","86","28"
"13143","20","180","28","40","107","28"
"13144","20","180","30","45","122","30"
"13145","20","180","30","50","129","30"
"13146","20","180","30","47","113","30"
"13147","20","180","32","38","94","32"
"13149","20","180","36","37","95","36"
"13150","20","180","32","45","117","32"
"13151","20","180","28","25","70","28"
"13148","20","180","36","37","78","36"
"13152","20","180","28","36","89","28"
"13153","20","180","28","41","113","28"
"13154","20","180","26","36","96","26"
"13155","20","180","34","37","92","34"
"13157","20","180","26","50","123","26"
"13156","20","180","30","39","99","30"
"13158","20","180","28","31","82","28"
"13160","20","180","30","37","93","30"
"13161","20","180","26","46","130","26"
"13159","20","180","32","32","75","32"
"13162","20","180","32","46","112","32"
"13164","20","180","30","43","118","30"
"13163","20","180","28","35","100","28"
"13165","20","180","30","40","88","30"
"13166","20","180","26","47","114","26"
"13167","20","180","28","33","97","28"
"13168","20","180","42","31","80","42"
"13170","20","180","30","39","93","30"
"13169","20","180","38","33","100","38"
"13171","20","180","32","39","103","32"
"13173","20","180","34","48","103","34"
"13172","20","180","30","42","100","30"
"13174","20","180","28","38","99","28"
"13175","20","180","32","37","104","32"
"13177","20","180","28","39","99","28"
"13176","20","180","32","38","93","32"
"13178","20","180","32","38","107","32"
"13179","20","180","30","38","99","30"
"13181","20","180","26","37","100","26"
"13180","20","180","32","39","89","32"
"13182","20","180","28","37","97","28"
"13183","20","180","40","51","127","40"
"13185","20","180","28","32","82","28"
"13184","20","180","30","41","98","30"
"13186","20","180","28","45","124","28"
"13187","20","180","28","42","107","28"
"13189","20","180","32","37","101","32"
"13188","20","180","28","50","122","28"
"13190","20","180","28","48","131","28"
"13191","20","180","30","39","87","30"
"13192","20","180","30","48","127","30"
"13193","20","180","32","35","103","32"
"13195","20","180","26","31","81","26"
"13196","20","180","26","40","90","26"
"13194","20","180","28","39","95","28"
"13198","20","180","30","37","98","30"
"13197","20","180","32","33","80","32"
"13199","20","180","30","41","111","30"
"13201","20","180","26","38","97","26"
"13200","20","180","34","41","106","34"
"13202","20","180","30","42","117","30"
"13203","20","180","28","45","117","28"
"13206","20","180","28","51","129","28"
"13204","20","180","28","37","101","28"
"13205","20","180","30","43","106","30"
"13207","20","180","28","41","106","28"
"13208","20","180","26","33","78","26"
"13209","20","180","34","43","96","34"
"13210","20","180","32","49","130","32"
"13211","20","180","32","43","112","32"
"13212","20","180","30","47","126","30"
"13214","20","180","30","39","91","30"
"13213","20","180","28","32","75","28"
"13215","20","180","28","42","103","28"
"13216","20","180","28","36","91","28"
"13218","20","180","26","37","108","26"
"13219","20","180","28","43","93","28"
"13217","20","180","34","36","87","34"
"13221","20","180","28","44","100","28"
"13220","20","180","36","40","104","36"
"13223","20","180","36","43","93","36"
"13222","20","180","28","37","109","28"
"13224","20","180","36","47","130","36"
"13226","20","180","28","41","108","28"
"13225","20","180","30","36","96","30"
"13227","20","180","32","46","133","32"
"13228","20","180","34","44","107","34"
"13230","20","180","32","41","113","32"
"13229","20","180","30","39","98","30"
"13231","20","180","26","40","101","26"
"13232","20","180","28","37","93","28"
"13234","20","180","30","39","124","30"
"13233","20","180","32","46","106","32"
"13235","20","180","32","33","95","32"
"13236","20","180","30","44","135","30"
"13237","20","180","28","49","129","28"
"13238","20","180","32","40","97","32"
"13239","20","180","30","38","115","30"
"13241","20","180","30","33","94","30"
"13240","20","180","28","30","67","28"
"13242","20","180","32","41","102","32"
"13243","20","180","34","45","136","34"
"13245","20","180","30","32","70","30"
"13244","20","180","30","42","107","30"
"13246","20","180","30","34","90","30"
"13250","20","180","26","44","104","26"
"13248","20","180","32","45","113","32"
"13249","20","180","30","33","75","30"
"13247","20","180","34","47","112","34"
"13252","20","180","26","54","139","26"
"13251","20","180","30","37","102","30"
"13253","20","180","28","41","102","28"
"13254","20","180","26","36","97","26"
"13255","20","180","30","49","149","30"
"13256","20","180","32","36","82","32"
"13257","20","180","28","29","75","28"
"13258","20","180","32","37","94","32"
"13259","20","180","32","43","101","32"
"13260","20","180","30","43","121","30"
"13261","20","180","30","41","99","30"
"13262","20","180","32","34","91","32"
"13263","20","180","30","36","95","30"
"13264","20","180","28","46","117","28"
"13265","20","180","30","41","115","30"
"13266","20","180","36","37","88","36"
"13267","20","180","32","53","146","32"
"13269","20","180","30","33","85","30"
"13268","20","180","28","39","95","28"
"13270","20","180","28","46","129","28"
"13272","20","180","28","43","124","28"
"13271","20","180","36","38","86","36"
"13273","20","180","28","31","96","28"
"13275","20","180","30","33","81","30"
"13276","20","180","26","49","118","26"
"13277","20","180","32","40","86","32"
"13278","20","180","30","37","87","30"
"13274","20","180","28","41","103","28"
"13280","20","180","32","38","91","32"
"13279","20","180","34","48","118","34"
"13281","20","180","34","37","85","34"
"13282","20","180","30","46","129","30"
"13283","20","180","34","32","85","34"
"13284","20","180","32","40","78","32"
"13285","20","180","28","39","112","28"
"13287","20","180","26","35","91","26"
"13288","20","180","30","35","100","30"
"13286","20","180","28","41","85","28"
"13289","20","180","40","36","73","40"
"13290","20","180","28","36","101","28"
"13291","20","180","28","42","104","28"
"13292","20","180","26","35","88","26"
"13293","20","180","26","51","137","26"
"13295","20","180","28","41","90","28"
"13294","20","180","32","32","71","32"
"13296","20","180","32","46","131","32"
"13297","20","180","26","32","86","26"
"13298","20","180","30","51","122","30"
"13299","20","180","30","52","113","30"
"13300","20","180","30","40","103","30"
"13301","20","180","26","35","105","26"
"13302","20","180","30","45","138","30"
"13303","20","180","32","32","86","32"
"13304","20","180","34","41","93","34"
"13305","20","180","28","37","83","28"
"13306","20","180","32","42","113","32"
"13307","20","180","30","37","86","30"
"13308","20","180","32","39","88","32"
"13310","20","180","30","35","76","30"
"13311","20","180","30","45","136","30"
"13309","20","180","30","38","110","30"
"13312","20","180","30","42","84","30"
"13313","20","180","34","43","123","34"
"13314","20","180","28","48","115","28"
"13315","20","180","28","40","101","28"
"13316","20","180","28","41","99","28"
"13317","20","180","28","44","103","28"
"13318","20","180","34","34","74","34"
"13319","20","180","30","38","86","30"
"13321","20","180","26","32","93","26"
"13320","20","180","32","42","98","32"
"13322","20","180","32","37","110","32"
"13323","20","180","28","40","89","28"
"13324","20","180","30","45","125","30"
"13325","20","180","26","31","73","26"
"13326","20","180","34","42","136","34"
"13327","20","180","40","35","87","40"
"13329","20","180","28","31","63","28"
"13330","20","180","30","33","81","30"
"13328","20","180","28","35","75","28"
"13331","20","180","30","35","86","30"
"13333","20","180","28","41","91","28"
"13332","20","180","32","35","112","32"
"13334","20","180","30","29","76","30"
"13335","20","180","32","42","116","32"
"13337","20","180","28","32","85","28"
"13336","20","180","28","44","118","28"
"13338","20","180","30","49","122","30"
"13339","20","180","32","47","134","32"
"13340","20","180","30","34","78","30"
"13341","20","180","26","28","66","26"
"13342","20","180","28","43","109","28"
"13343","20","180","28","40","102","28"
"13344","20","180","30","44","96","30"
"13346","20","180","28","41","103","28"
"13345","20","180","28","29","82","28"
"13348","20","180","30","29","72","30"
"13347","20","180","32","25","52","32"
"13350","20","180","28","44","112","28"
"13349","20","180","34","42","123","34"
"13351","20","180","30","36","94","30"
"13352","20","180","26","40","104","26"
"13353","20","180","28","46","128","28"
"13354","20","180","32","30","69","32"
"13355","20","180","28","44","93","28"
"13356","20","180","28","38","104","28"
"13357","20","180","28","38","92","28"
"13358","20","180","28","38","106","28"
"13359","20","180","26","38","92","26"
"13360","20","180","28","42","114","28"
"13361","20","180","26","45","107","26"
"13363","20","180","30","32","65","30"
"13364","20","180","30","46","96","30"
"13365","20","180","30","35","83","30"
"13362","20","180","32","43","96","32"
"13366","20","180","28","39","111","28"
"13367","20","180","28","39","89","28"
"13368","20","180","30","34","77","30"
"13369","20","180","30","45","127","30"
"13370","20","180","32","38","100","32"
"13371","20","180","30","46","114","30"
"13372","20","180","36","47","139","36"
"13373","20","180","30","40","110","30"
"13374","20","180","32","33","82","32"
"13375","20","180","30","41","98","30"
"13376","20","180","32","44","126","32"
"13377","20","180","30","33","85","30"
"13378","20","180","28","36","102","28"
"13380","20","180","28","41","102","28"
"13379","20","180","28","44","104","28"
"13382","20","180","30","40","98","30"
"13383","20","180","30","39","106","30"
"13384","20","180","30","35","96","30"
"13381","20","180","32","30","62","32"
"13385","20","180","28","39","120","28"
"13386","20","180","36","51","117","36"
"13387","20","180","32","37","101","32"
"13388","20","180","26","39","101","26"
"13390","20","180","28","34","80","28"
"13391","20","180","30","42","113","30"
"13389","20","180","42","48","118","42"
"13392","20","180","28","28","63","28"
"13393","20","180","28","47","121","28"
"13394","20","180","28","41","95","28"
"13395","20","180","36","41","102","36"
"13396","20","180","32","34","88","32"
"13398","20","180","28","37","70","28"
"13397","20","180","34","35","107","34"
"13399","20","180","36","44","115","36"
"13400","20","180","28","41","110","28"
"13401","20","180","30","48","114","30"
"13402","20","180","30","35","96","30"
"13403","20","180","26","43","104","26"
"13404","20","180","32","35","96","32"
"13405","20","180","30","47","127","30"
"13406","20","180","26","47","146","26"
"13407","20","180","32","37","90","32"
"13408","20","180","26","39","75","26"
"13409","20","180","28","43","114","28"
"13410","20","180","30","38","82","30"
"13411","20","180","30","51","138","30"
"13412","20","180","28","44","116","28"
"13413","20","180","30","40","93","30"
"13414","20","180","30","38","108","30"
"13415","20","180","32","43","90","32"
"13416","20","180","28","43","102","28"
"13417","20","180","28","53","145","28"
"13419","20","180","34","35","101","34"
"13418","20","180","46","50","109","46"
"13420","20","180","26","44","128","26"
"13421","20","180","30","40","121","30"
"13422","20","180","34","49","146","34"
"13426","20","180","30","29","76","30"
"13427","20","180","26","38","80","26"
"13425","20","180","30","40","91","30"
"13424","20","180","30","39","92","30"
"13423","20","180","38","46","111","38"
"13428","20","180","36","42","109","36"
"13429","20","180","30","36","92","30"
"13430","20","180","32","39","88","32"
"13431","20","180","28","40","104","28"
"13432","20","180","32","34","90","32"
"13433","20","180","30","41","103","30"
"13435","20","180","30","38","90","30"
"13436","20","180","34","50","117","34"
"13434","20","180","28","39","101","28"
"13437","20","180","26","32","74","26"
"13438","20","180","28","30","76","28"
"13439","20","180","28","45","101","28"
"13440","20","180","32","48","114","32"
"13442","20","180","26","39","89","26"
"13441","20","180","32","30","85","32"
"13445","20","180","30","42","104","30"
"13443","20","180","32","52","121","32"
"13444","20","180","34","38","76","34"
"13446","20","180","32","40","100","32"
"13447","20","180","30","32","86","30"
"13448","20","180","30","51","97","30"
"13449","20","180","28","45","136","28"
"13450","20","180","28","35","102","28"
"13452","20","180","26","33","78","26"
"13451","20","180","32","39","96","32"
"13453","20","180","26","41","99","26"
"13454","20","180","30","40","104","30"
"13455","20","180","34","35","78","34"
"13456","20","180","26","36","103","26"
"13457","20","180","28","41","106","28"
"13458","20","180","26","33","78","26"
"13459","20","180","28","34","73","28"
"13460","20","180","30","34","86","30"
"13461","20","180","30","48","126","30"
"13462","20","180","26","41","100","26"
"13463","20","180","28","38","104","28"
"13465","20","180","30","37","104","30"
"13466","20","180","36","33","83","36"
"13464","20","180","26","36","78","26"
"13467","20","180","28","41","97","28"
"13468","20","180","32","44","133","32"
"13470","20","180","28","35","90","28"
"13471","20","180","28","30","81","28"
"13469","20","180","28","34","80","28"
"13472","20","180","34","45","129","34"
"13474","20","180","30","39","90","30"
"13475","20","180","30","46","113","30"
"13473","20","180","30","36","79","30"
"13476","20","180","30","37","87","30"
"13478","20","180","28","39","103","28"
"13477","20","180","30","39","102","30"
"13481","20","180","30","41","105","30"
"13480","20","180","26","37","100","26"
"13479","20","180","32","39","103","32"
"13482","20","180","28","43","127","28"
"13484","20","180","28","32","87","28"
"13483","20","180","28","36","87","28"
"13485","20","180","30","44","119","30"
"13486","20","180","26","37","91","26"
"13487","20","180","28","44","129","28"
"13488","20","180","28","41","102","28"
"13491","20","180","30","37","76","30"
"13492","20","180","30","37","95","30"
"13490","20","180","38","42","118","38"
"13489","20","180","38","32","76","38"
"13493","20","180","28","51","126","28"
"13494","20","180","30","36","93","30"
"13495","20","180","28","36","96","28"
"13496","20","180","28","42","116","28"
"13497","20","180","28","40","94","28"
"13498","20","180","30","41","102","30"
"13499","20","180","32","45","129","32"
"13500","20","180","30","40","104","30"
"13501","20","180","36","29","78","36"
"13503","20","180","26","41","94","26"
"13502","20","180","28","41","133","28"
"13505","20","180","28","39","98","28"
"13504","20","180","28","39","90","28"
"13506","20","180","30","48","108","30"
"13507","20","180","28","37","94","28"
"13508","20","180","30","33","77","30"
"13509","20","180","30","33","86","30"
"13510","20","180","32","35","85","32"
"13512","20","180","28","40","112","28"
"13511","20","180","30","40","92","30"
"13513","20","180","36","41","90","36"
"13515","20","180","26","38","95","26"
"13514","20","180","34","40","99","34"
"13517","20","180","30","38","109","30"
"13516","20","180","34","40","115","34"
"13518","20","180","32","32","74","32"
"13520","20","180","26","48","126","26"
"13519","20","180","32","34","88","32"
"13522","20","180","30","38","102","30"
"13521","20","180","26","45","138","26"
"13523","20","180","30","46","95","30"
"13524","20","180","28","37","85","28"
"13526","20","180","28","42","105","28"
"13525","20","180","30","39","106","30"
"13527","20","180","30","38","94","30"
"13528","20","180","28","44","105","28"
"13529","20","180","30","39","88","30"
"13530","20","180","30","48","131","30"
"13531","20","180","32","34","82","32"
"13532","20","180","32","40","136","32"
"13533","20","180","28","38","81","28"
"13535","20","180","28","50","121","28"
"13534","20","180","30","35","105","30"
"13536","20","180","34","48","113","34"
"13537","20","180","30","40","87","30"
"13538","20","180","30","42","84","30"
"13540","20","180","28","37","101","28"
"13539","20","180","38","33","77","38"
"13541","20","180","28","41","114","28"
"13542","20","180","30","36","74","30"
"13543","20","180","32","26","68","32"
